date,country,state,city,ibgeID,deaths,newCases,totalCases
2020-04-05,Brazil,SP,Porto Feliz/SP,3540606,0,0,0
2020-04-05,Brazil,AL,Porto Real do Colégio/AL,2707503,0,0,1
2020-04-05,Brazil,BA,Porto Seguro/BA,2925303,0,0,10
2020-04-05,Brazil,RO,Porto Velho/RO,1100205,1,1,10
2020-04-05,Brazil,MG,Pouso Alegre/MG,3152501,0,1,4
2020-04-05,Brazil,SP,Poá/SP,3539806,0,0,3
2020-04-05,Brazil,MG,Poços de Caldas/MG,3151800,0,0,2
2020-04-05,Brazil,BA,Prado/BA,2925501,0,0,4
2020-04-05,Brazil,SP,Praia Grande/SP,3541000,0,0,4
2020-04-05,Brazil,SP,Promissão/SP,3541604,0,0,1
2020-04-05,Brazil,SE,Propriá/SE,2805703,0,0,2
2020-04-05,Brazil,PR,Quatiguá/PR,4120705,1,0,2
2020-04-05,Brazil,PR,Quatro Barras/PR,4120804,0,0,0
2020-04-05,Brazil,RJ,Queimados/RJ,3304144,0,0,2
2020-04-05,Brazil,CE,Quixadá/CE,2311306,0,2,4
2020-04-05,Brazil,CE,Quixeramobim/CE,2311405,0,1,1
2020-04-05,Brazil,SC,Rancho Queimado/SC,4214300,0,0,2
2020-04-05,Brazil,PE,Recife/PE,2611606,14,20,139
2020-04-05,Brazil,RJ,Resende/RJ,3304201,0,0,2
2020-04-05,Brazil,SP,Ribeirão Pires/SP,3543303,0,0,4
2020-04-05,Brazil,SP,Ribeirão Preto/SP,3543402,1,1,25
2020-04-05,Brazil,MG,Ribeirão das Neves/MG,3154606,0,0,1
2020-04-05,Brazil,RJ,Rio Bonito/RJ,3304300,2,0,2
2020-04-05,Brazil,PR,Rio Branco do Sul/PR,4122206,0,0,1
2020-04-05,Brazil,AC,Rio Branco/AC,1200401,0,2,38
2020-04-05,Brazil,SP,Rio Claro/SP,3543907,0,0,2
2020-04-05,Brazil,RS,Rio Grande/RS,4315602,0,0,2
2020-04-05,Brazil,PR,Rio Negro/PR,4122305,0,0,1
2020-04-05,Brazil,MS,Rio Verde de Mato Grosso/MS,5007406,0,0,1
2020-04-05,Brazil,GO,Rio Verde/GO,5218805,0,1,8
2020-04-05,Brazil,RJ,Rio das Ostras/RJ,3304524,1,0,3
2020-04-05,Brazil,RJ,Rio de Janeiro/RJ,3304557,42,86,1068
2020-04-05,Brazil,RS,Rolante/RS,4316006,0,0,1
2020-04-05,Brazil,RO,Rolim de Moura/RO,1100288,0,1,1
2020-04-05,Brazil,PR,Rolândia/PR,4122404,0,0,1
2020-04-05,Brazil,MT,Rondonópolis/MT,5107602,0,0,6
2020-04-05,Brazil,MG,Sabará/MG,3156700,0,0,4
2020-04-05,Brazil,SP,Salto de Pirapora/SP,3545308,0,0,1
2020-04-05,Brazil,BA,Salvador/BA,2927408,7,29,244
2020-04-05,Brazil,RS,Sananduva/RS,4316600,0,1,1
2020-04-05,Brazil,RS,Sant'Ana do Livramento/RS,4317103,0,1,6
2020-04-05,Brazil,SP,Santa Branca/SP,3546009,0,0,2
2020-04-05,Brazil,BA,Santa Cruz Cabrália/BA,2927705,0,2,4
2020-04-05,Brazil,RS,Santa Cruz do Sul/RS,4316808,0,1,1
2020-04-05,Brazil,PR,Santa Fé/PR,4123402,1,1,1
2020-04-05,Brazil,SP,Santa Isabel/SP,3546801,0,0,1
2020-04-05,Brazil,MG,Santa Luzia/MG,3157807,0,0,1
2020-04-05,Brazil,BA,Santa Maria da Vitória/BA,2928109,0,1,1
2020-04-05,Brazil,RS,Santa Maria/RS,4316907,0,0,2
2020-04-05,Brazil,CE,Santa Quitéria/CE,2312205,1,0,1
2020-04-05,Brazil,RS,Santa Rosa/RS,4317202,0,1,3
2020-04-05,Brazil,ES,Santa Teresa/ES,3204609,0,0,1
2020-04-05,Brazil,SP,Santana de Parnaíba/SP,3547304,0,0,24
2020-04-05,Brazil,MG,Santana do Paraíso/MG,3158953,0,0,1
2020-04-05,Brazil,AP,Santana/AP,1600600,0,2,2
2020-04-05,Brazil,PA,Santarém/PA,1506807,1,0,5
2020-04-05,Brazil,RS,Santiago/RS,4317400,0,0,1
2020-04-05,Brazil,SP,Santo André/SP,3547809,3,-4,72
2020-04-05,Brazil,RS,Santo Antônio da Patrulha/RS,4317608,0,0,1
2020-04-05,Brazil,AM,Santo Antônio do Içá/AM,1303700,0,1,5
2020-04-05,Brazil,MG,Santo Antônio do Monte/MG,3160405,0,0,2
2020-04-05,Brazil,RN,Santo Antônio/RN,2411502,0,0,1
2020-04-05,Brazil,SP,Santos/SP,3548500,2,6,72
2020-04-05,Brazil,RS,Sapiranga/RS,4319901,0,0,1
2020-04-05,Brazil,RS,Sapucaia do Sul/RS,4320008,0,0,1
2020-04-05,Brazil,PR,Sarandi/PR,4126256,0,0,2
2020-04-05,Brazil,MG,Sarzedo/MG,3165537,0,1,1
2020-04-05,Brazil,GO,Senador Canedo/GO,5220454,0,0,1
2020-04-05,Brazil,RS,Serafina Corrêa/RS,4320404,0,0,3
2020-04-05,Brazil,RJ,Seropédica/RJ,3305554,0,0,1
2020-04-05,Brazil,PB,Serra Branca/PB,2515500,0,0,1
2020-04-05,Brazil,MG,Serra do Salitre/MG,3166808,0,0,1
2020-04-05,Brazil,ES,Serra/ES,3205002,1,3,31
2020-04-05,Brazil,PR,Sertaneja/PR,4126405,0,1,1
2020-04-05,Brazil,MG,Sete Lagoas/MG,3167202,0,1,3
2020-04-05,Brazil,SC,Siderópolis/SC,4217600,0,1,4
2020-04-05,Brazil,MS,Sidrolândia/MS,5007901,0,0,1
2020-04-05,Brazil,GO,Silvânia/GO,5220603,0,0,1
2020-04-05,Brazil,BA,Simões Filho/BA,2930709,0,0,1
2020-04-05,Brazil,MT,Sinop/MT,5107909,0,0,3
2020-04-05,Brazil,CE,Sobral/CE,2312908,0,2,7
2020-04-05,Brazil,SC,Sombrio/SC,4217709,0,1,3
2020-04-05,Brazil,ES,Sooretama/ES,3205010,0,0,2
2020-04-05,Brazil,SP,Sorocaba/SP,3552205,2,1,9
2020-04-05,Brazil,PB,Sousa/PB,2516201,0,0,1
2020-04-05,Brazil,SP,Suzano/SP,3552502,0,1,9
2020-04-05,Brazil,SP,São Bernardo do Campo/SP,3548708,5,4,81
2020-04-05,Brazil,SP,São Caetano do Sul/SP,3548807,1,0,38
2020-04-05,Brazil,RS,São Domingos do Sul/RS,4318051,0,0,1
2020-04-05,Brazil,BA,São Domingos/BA,2928950,0,0,1
2020-04-05,Brazil,SC,São Domingos/SC,4216107,0,1,1
2020-04-05,Brazil,SC,São Francisco do Sul/SC,4216206,0,0,2
2020-04-05,Brazil,RS,São Gabriel/RS,4318309,0,0,1
2020-04-05,Brazil,PA,São Geraldo do Araguaia/PA,1507458,0,0,1
2020-04-05,Brazil,RN,São Gonçalo do Amarante/RN,2412005,0,1,10
2020-04-05,Brazil,RJ,São Gonçalo/RJ,3304904,1,3,13
2020-04-05,Brazil,RS,São Jorge/RS,4318440,0,1,1
2020-04-05,Brazil,RN,São José de Mipibu/RN,2412203,0,0,1
2020-04-05,Brazil,MA,São José de Ribamar/MA,2111201,0,2,5
2020-04-05,Brazil,PI,São José do Divino/PI,2210052,1,0,1
2020-04-05,Brazil,SP,São José do Rio Pardo/SP,3549706,0,0,1
2020-04-05,Brazil,SP,São José do Rio Preto/SP,3549805,0,1,10
2020-04-05,Brazil,SP,São José dos Campos/SP,3549904,0,6,30
2020-04-05,Brazil,PR,São José dos Pinhais/PR,4125506,0,0,7
2020-04-05,Brazil,SC,São José/SC,4216602,1,2,17
2020-04-05,Brazil,RJ,São João da Barra/RJ,3305000,0,1,1
2020-04-05,Brazil,RJ,São João de Meriti/RJ,3305109,1,6,10
2020-04-05,Brazil,MG,São João del Rei/MG,3162500,0,0,3
2020-04-05,Brazil,RS,São Leopoldo/RS,4318705,0,0,8
2020-04-05,Brazil,PE,São Lourenço da Mata/PE,2613701,0,0,3
2020-04-05,Brazil,SC,São Lourenço do Oeste/SC,4216909,0,0,1
2020-04-05,Brazil,SC,São Ludgero/SC,4217006,1,0,3
2020-04-05,Brazil,GO,São Luís de Montes Belos/GO,5220108,0,0,1
2020-04-05,Brazil,MA,São Luís/MA,2111300,2,35,121
2020-04-05,Brazil,PR,São Manoel do Paraná/PR,4125555,0,0,1
2020-04-05,Brazil,SP,São Manuel/SP,3550100,0,0,1
2020-04-05,Brazil,ES,São Mateus/ES,3204906,1,0,4
2020-04-05,Brazil,SP,São Paulo/SP,3550308,220,116,3612
2020-04-05,Brazil,RJ,São Pedro da Aldeia/RJ,3305208,0,1,2
2020-04-05,Brazil,SC,São Pedro de Alcântara/SC,4217253,0,0,1
2020-04-05,Brazil,RN,São Pedro/RN,2412708,0,1,1
2020-04-05,Brazil,SP,São Pedro/SP,3550407,0,0,0
2020-04-05,Brazil,ES,São Roque do Canaã/ES,3204955,0,0,1
2020-04-05,Brazil,RS,São Sebastião do Caí/RS,4319505,0,0,2
2020-04-05,Brazil,SP,São Sebastião/SP,3550704,1,0,3
2020-04-05,Brazil,SP,São Vicente/SP,3551009,0,0,5
2020-04-05,Brazil,SP,Taboão da Serra/SP,3552809,3,2,41
2020-04-05,Brazil,RN,Taipu/RN,2413904,1,1,1
2020-04-05,Brazil,MT,Tangará da Serra/MT,5107958,0,0,4
2020-04-05,Brazil,RJ,Tanguá/RJ,3305752,0,1,1
2020-04-05,Brazil,RS,Taquara/RS,4321204,0,0,1
2020-04-05,Brazil,RS,Taquari/RS,4321303,0,0,1
2020-04-05,Brazil,SP,Tatuí/SP,3554003,0,0,1
2020-04-05,Brazil,SP,Taubaté/SP,3554102,0,0,1
2020-04-05,Brazil,BA,Teixeira de Freitas/BA,2931350,0,0,3
2020-04-05,Brazil,PR,Telêmaco Borba/PR,4127106,0,2,6
2020-04-05,Brazil,RN,Tenente Ananias/RN,2414100,1,1,1
2020-04-05,Brazil,PI,Teresina/PI,2211001,2,0,21
2020-04-05,Brazil,RJ,Teresópolis/RJ,3305802,0,3,7
2020-04-05,Brazil,PR,Terra Boa/PR,4127205,0,0,1
2020-04-05,Brazil,PR,Terra Rica/PR,4127304,0,0,1
2020-04-05,Brazil,SP,Terra Roxa/SP,3554409,0,1,1
2020-04-05,Brazil,CE,Tianguá/CE,2313401,1,0,1
2020-04-05,Brazil,RN,Tibau/RN,2411056,0,0,1
2020-04-05,Brazil,SC,Tijucas/SC,4218004,0,1,2
2020-04-05,Brazil,SC,Timbé do Sul/SC,4218103,0,0,1
2020-04-05,Brazil,MA,Timon/MA,2112209,0,0,2
2020-04-05,Brazil,MG,Timóteo/MG,3168705,0,2,3
2020-04-05,Brazil,MG,Toledo/MG,3169109,0,0,1
2020-04-05,Brazil,AM,Tonantins/AM,1304237,0,0,3
2020-04-05,Brazil,RS,Torres/RS,4321501,0,1,9
2020-04-05,Brazil,RJ,Trajano de Moraes/RJ,3305901,0,1,1
2020-04-05,Brazil,RS,Tramandaí/RS,4321600,0,0,1
2020-04-05,Brazil,GO,Trindade/GO,5221403,0,0,1
2020-04-05,Brazil,MS,Três Lagoas/MS,5008305,0,2,3
2020-04-05,Brazil,RJ,Três Rios/RJ,3306008,0,0,1
2020-04-05,Brazil,SC,Tubarão/SC,4218707,0,1,19
2020-04-05,Brazil,PA,Tucuruí/PA,1508100,0,0,1
2020-04-05,Brazil,MG,Uberaba/MG,3170107,0,7,11
2020-04-05,Brazil,MG,Uberlândia/MG,3170206,2,8,34
2020-04-05,Brazil,PR,Umuarama/PR,4128104,0,0,2
2020-04-05,Brazil,MG,Unaí/MG,3170404,0,0,1
2020-04-05,Brazil,PR,União da Vitória/PR,4128203,0,0,2
2020-04-05,Brazil,RS,Uruguaiana/RS,4322400,0,0,1
2020-04-05,Brazil,SC,Urussanga/SC,4219002,0,0,2
2020-04-05,Brazil,BA,Uruçuca/BA,2932705,0,1,2
2020-04-05,Brazil,BA,Utinga/BA,2932804,1,0,1
2020-04-05,Brazil,RJ,Valença/RJ,3306107,0,0,2
2020-04-05,Brazil,SP,Valinhos/SP,3556206,0,0,3
2020-04-05,Brazil,GO,Valparaíso de Goiás/GO,5221858,0,0,5
2020-04-05,Brazil,SP,Vargem Grande Paulista/SP,3556453,1,0,4
2020-04-05,Brazil,MG,Varginha/MG,3170701,0,0,3
2020-04-05,Brazil,PR,Verê/PR,4128609,0,0,1
2020-04-05,Brazil,RS,Viamão/RS,4323002,0,2,6
2020-04-05,Brazil,ES,Viana/ES,3205101,0,0,1
2020-04-05,Brazil,RS,Vila Maria/RS,4323408,0,0,1
2020-04-05,Brazil,ES,Vila Velha/ES,3205200,2,3,53
2020-04-05,Brazil,RO,Vilhena/RO,1100304,0,1,1
2020-04-05,Brazil,SP,Vinhedo/SP,3556701,0,0,1
2020-04-05,Brazil,BA,Vitória da Conquista/BA,2933307,0,2,4
2020-04-05,Brazil,ES,Vitória/ES,3205309,2,19,62
2020-04-05,Brazil,RJ,Volta Redonda/RJ,3306305,2,0,45
2020-04-05,Brazil,SP,Votorantim/SP,3557006,0,0,2
2020-04-05,Brazil,SP,Votuporanga/SP,3557105,0,0,1
2020-04-05,Brazil,MT,Várzea Grande/MT,5108402,0,0,4
2020-04-05,Brazil,GO,Águas Lindas de Goiás/GO,5200258,0,0,1
2020-04-05,Brazil,SP,Águas de Lindóia/SP,3500501,0,0,1
2020-04-05,Brazil,TOTAL,TOTAL,0,497,1046,11425
2020-04-06,Brazil,PA,Abaetetuba/PA,1500107,0,0,1
2020-04-06,Brazil,CE,Abaiara/CE,2300101,0,0,1
2020-04-06,Brazil,AC,Acrelândia/AC,1200013,0,0,9
2020-04-06,Brazil,SP,Adamantina/SP,3500105,0,0,0
2020-04-06,Brazil,BA,Adustina/BA,2900355,0,0,1
2020-04-06,Brazil,ES,Afonso Cláudio/ES,3200102,0,0,1
2020-04-06,Brazil,SP,Agudos/SP,3500709,0,0,1
2020-04-06,Brazil,BA,Alagoinhas/BA,2900702,0,0,5
2020-04-06,Brazil,MS,Alcinópolis/MS,5000252,0,0,1
2020-04-06,Brazil,RS,Alegrete/RS,4300406,0,0,1
2020-04-06,Brazil,MG,Alfenas/MG,3101607,0,0,1
2020-04-06,Brazil,PE,Aliança/PE,2600708,0,0,1
2020-04-06,Brazil,PR,Almirante Tamandaré/PR,4100400,0,0,3
2020-04-06,Brazil,MT,Alta Floresta/MT,5100250,0,0,1
2020-04-06,Brazil,PA,Altamira/PA,1500602,0,1,2
2020-04-06,Brazil,ES,Alto Rio Novo/ES,3200359,0,0,0
2020-04-06,Brazil,RS,Alvorada/RS,4300604,0,0,4
2020-04-06,Brazil,SP,Americana/SP,3501608,2,0,3
2020-04-06,Brazil,CE,Amontada/CE,2300754,0,1,1
2020-04-06,Brazil,PA,Ananindeua/PA,1500800,0,4,14
2020-04-06,Brazil,RJ,Angra dos Reis/RJ,3300100,0,0,3
2020-04-06,Brazil,AM,Anori/AM,1300102,0,0,1
2020-04-06,Brazil,RS,Anta Gorda/RS,4300703,0,0,2
2020-04-06,Brazil,SC,Antônio Carlos/SC,4201208,1,0,8
2020-04-06,Brazil,GO,Anápolis/GO,5201108,0,0,8
2020-04-06,Brazil,GO,Aparecida de Goiânia/GO,5201405,0,0,1
2020-04-06,Brazil,RN,Apodi/RN,2401008,0,0,1
2020-04-06,Brazil,CE,Aquiraz/CE,2301000,0,1,20
2020-04-06,Brazil,SE,Aracaju/SE,2800308,4,0,27
2020-04-06,Brazil,CE,Aracati/CE,2301109,0,1,1
2020-04-06,Brazil,ES,Aracruz/ES,3200607,0,0,4
2020-04-06,Brazil,MG,Araguari/MG,3103504,0,0,2
2020-04-06,Brazil,TO,Araguaína/TO,1702109,0,1,5
2020-04-06,Brazil,PR,Arapongas/PR,4101507,0,0,7
2020-04-06,Brazil,SC,Araranguá/SC,4201406,0,1,4
2020-04-06,Brazil,SP,Araraquara/SP,3503208,0,2,4
2020-04-06,Brazil,RJ,Araruama/RJ,3300209,0,0,1
2020-04-06,Brazil,PR,Araruna/PR,4101705,0,0,2
2020-04-06,Brazil,PR,Araucária/PR,4101804,0,0,2
2020-04-06,Brazil,SP,Araçatuba/SP,3502804,0,4,8
2020-04-06,Brazil,MG,Arcos/MG,3104205,0,0,1
2020-04-06,Brazil,RN,Areia Branca/RN,2401107,0,0,1
2020-04-06,Brazil,MT,Aripuanã/MT,5101407,0,1,1
2020-04-06,Brazil,RJ,Arraial do Cabo/RJ,3300258,1,0,1
2020-04-06,Brazil,RS,Arroio do Sal/RS,4301057,0,0,1
2020-04-06,Brazil,SP,Arujá/SP,3503901,1,0,6
2020-04-06,Brazil,PR,Assis Chateaubriand/PR,4102000,0,0,3
2020-04-06,Brazil,SP,Assis/SP,3504008,0,0,1
2020-04-06,Brazil,SP,Atibaia/SP,3504107,0,3,7
2020-04-06,Brazil,MA,Açailândia/MA,2100055,0,0,1
2020-04-06,Brazil,RN,Açu/RN,2400208,0,0,8
2020-04-06,Brazil,RS,Bagé/RS,4301602,0,2,26
2020-04-06,Brazil,SC,Balneário Arroio do Silva/SC,4201950,0,0,1
2020-04-06,Brazil,SC,Balneário Camboriú/SC,4202008,0,0,12
2020-04-06,Brazil,SC,Balneário Gaivota/SC,4202073,1,0,1
2020-04-06,Brazil,PR,Balsa Nova/PR,4102307,0,0,1
2020-04-06,Brazil,PR,Bandeirantes/PR,4102406,0,1,1
2020-04-06,Brazil,MG,Barbacena/MG,3105608,0,0,1
2020-04-06,Brazil,PA,Barcarena/PA,1501303,0,0,3
2020-04-06,Brazil,RJ,Barra Mansa/RJ,3300407,0,0,3
2020-04-06,Brazil,BA,Barra do Choça/BA,2902906,0,2,2
2020-04-06,Brazil,RJ,Barra do Piraí/RJ,3300308,0,0,2
2020-04-06,Brazil,BA,Barra do Rocha/BA,2903102,0,2,3
2020-04-06,Brazil,BA,Barra/BA,2902708,0,1,2
2020-04-06,Brazil,BA,Barreiras/BA,2903201,0,0,1
2020-04-06,Brazil,SP,Barueri/SP,3505708,1,1,31
2020-04-06,Brazil,MS,Batayporã/MS,5002001,1,0,5
2020-04-06,Brazil,SP,Bauru/SP,3506003,1,3,6
2020-04-06,Brazil,RN,Baía Formosa/RN,2401404,0,0,1
2020-04-06,Brazil,CE,Beberibe/CE,2302206,0,0,1
2020-04-06,Brazil,RJ,Belford Roxo/RJ,3300456,3,-1,14
2020-04-06,Brazil,BA,Belmonte/BA,2903409,0,0,1
2020-04-06,Brazil,MG,Belo Horizonte/MG,3106200,4,2,264
2020-04-06,Brazil,PE,Belo Jardim/PE,2601706,0,0,1
2020-04-06,Brazil,PA,Belém/PA,1501402,3,26,75
2020-04-06,Brazil,PA,Benevides/PA,1501501,0,0,1
2020-04-06,Brazil,RS,Bento Gonçalves/RS,4302105,0,0,9
2020-04-06,Brazil,MG,Betim/MG,3106705,0,1,6
2020-04-06,Brazil,SC,Biguaçu/SC,4202305,0,0,1
2020-04-06,Brazil,SP,Birigui/SP,3506508,0,1,1
2020-04-06,Brazil,SC,Blumenau/SC,4202404,0,26,52
2020-04-06,Brazil,MG,Boa Esperança/MG,3107109,0,0,1
2020-04-06,Brazil,RR,Boa Vista/RR,1400100,1,0,36
2020-04-06,Brazil,AM,Boca do Acre/AM,1300706,0,0,1
2020-04-06,Brazil,SP,Boituva/SP,3507001,0,1,1
2020-04-06,Brazil,MG,Bom Despacho/MG,3107406,0,0,1
2020-04-06,Brazil,GO,Bom Jesus de Goiás/GO,5203500,0,0,1
2020-04-06,Brazil,RR,Bonfim/RR,1400159,0,0,3
2020-04-06,Brazil,SP,Botucatu/SP,3507506,0,0,7
2020-04-06,Brazil,SC,Botuverá/SC,4202701,0,1,1
2020-04-06,Brazil,DF,Brasília/DF,5300108,10,17,485
2020-04-06,Brazil,SC,Braço do Norte/SC,4202800,0,0,16
2020-04-06,Brazil,SP,Brodowski/SP,3507803,0,0,1
2020-04-06,Brazil,BA,Brumado/BA,2904605,0,0,5
2020-04-06,Brazil,SC,Brusque/SC,4202909,0,-5,1
2020-04-06,Brazil,PB,Cabedelo/PB,2503209,0,0,1
2020-04-06,Brazil,PE,Cabo de Santo Agostinho/PE,2602902,1,0,5
2020-04-06,Brazil,SP,Cachoeira Paulista/SP,3508603,0,0,1
2020-04-06,Brazil,RS,Cachoeira do Sul/RS,4303004,0,0,2
2020-04-06,Brazil,BA,Cachoeira/BA,2904902,0,0,1
2020-04-06,Brazil,PE,Cachoeirinha/PE,2603108,0,1,1
2020-04-06,Brazil,RS,Cachoeirinha/RS,4303103,0,2,4
2020-04-06,Brazil,ES,Cachoeiro de Itapemirim/ES,3201209,0,0,1
2020-04-06,Brazil,RN,Caicó/RN,2402006,0,0,0
2020-04-06,Brazil,SP,Caieiras/SP,3509007,4,2,22
2020-04-06,Brazil,SP,Cajamar/SP,3509205,0,0,1
2020-04-06,Brazil,MA,Cajapió/MA,2102408,0,1,1
2020-04-06,Brazil,GO,Caldas Novas/GO,5204508,0,0,0
2020-04-06,Brazil,RS,Camaquã/RS,4303509,0,0,0
2020-04-06,Brazil,PE,Camaragibe/PE,2603454,1,1,7
2020-04-06,Brazil,BA,Camaçari/BA,2905701,0,2,9
2020-04-06,Brazil,SC,Camboriú/SC,4203204,0,0,7
2020-04-06,Brazil,MG,Cambuí/MG,3110608,0,1,1
2020-04-06,Brazil,PR,Cambé/PR,4103701,0,0,2
2020-04-06,Brazil,PA,Cametá/PA,1502103,1,1,1
2020-04-06,Brazil,GO,Campestre de Goiás/GO,5204607,0,0,1
2020-04-06,Brazil,PR,Campina Grande do Sul/PR,4104006,0,0,1
2020-04-06,Brazil,PB,Campina Grande/PB,2504009,0,0,3
2020-04-06,Brazil,SP,Campinas/SP,3509502,4,2,28
2020-04-06,Brazil,MG,Campo Belo/MG,3111200,0,0,1
2020-04-06,Brazil,RS,Campo Bom/RS,4303905,0,1,4
2020-04-06,Brazil,BA,Campo Formoso/BA,2906006,0,1,1
2020-04-06,Brazil,MS,Campo Grande/MS,5002704,0,1,44
2020-04-06,Brazil,PR,Campo Largo/PR,4104204,0,0,9
2020-04-06,Brazil,PR,Campo Magro/PR,4104253,0,0,1
2020-04-06,Brazil,PI,Campo Maior/PI,2202208,0,0,1
2020-04-06,Brazil,PR,Campo Mourão/PR,4104303,3,0,13
2020-04-06,Brazil,MT,Campo Novo do Parecis/MT,5102637,0,0,1
2020-04-06,Brazil,MG,Campos Altos/MG,3111507,0,0,1
2020-04-06,Brazil,RJ,Campos dos Goytacazes/RJ,3301009,0,0,2
2020-04-06,Brazil,BA,Canarana/BA,2906204,0,0,1
2020-04-06,Brazil,MT,Canarana/MT,5102702,0,1,1
2020-04-06,Brazil,BA,Candeias/BA,2906501,0,0,1
2020-04-06,Brazil,SC,Canelinha/SC,4203709,0,0,1
2020-04-06,Brazil,RS,Canguçu/RS,4304507,0,0,1
2020-04-06,Brazil,CE,Canindé/CE,2302800,0,0,1
2020-04-06,Brazil,RS,Canoas/RS,4304606,0,1,11
2020-04-06,Brazil,RR,Cantá/RR,1400175,0,0,3
2020-04-06,Brazil,SE,Capela/SE,2801306,0,0,1
2020-04-06,Brazil,MG,Capitólio/MG,3112802,0,0,1
2020-04-06,Brazil,RS,Capão da Canoa/RS,4304630,0,0,2
2020-04-06,Brazil,RS,Capão do Leão/RS,4304663,0,0,1
2020-04-06,Brazil,SP,Caraguatatuba/SP,3510500,0,1,1
2020-04-06,Brazil,SP,Carapicuíba/SP,3510609,1,2,16
2020-04-06,Brazil,RN,Caraúbas/RN,2402303,0,0,1
2020-04-06,Brazil,AM,Careiro da Várzea/AM,1301159,0,0,1
2020-04-06,Brazil,ES,Cariacica/ES,3201308,0,1,17
2020-04-06,Brazil,CE,Cariús/CE,2303303,1,0,0
2020-04-06,Brazil,RS,Carlos Barbosa/RS,4304804,0,0,1
2020-04-06,Brazil,MG,Carmo da Cachoeira/MG,3113909,0,0,1
2020-04-06,Brazil,MG,Carmo do Cajuru/MG,3114204,0,0,1
2020-04-06,Brazil,RN,Carnaubais/RN,2402501,0,0,1
2020-04-06,Brazil,PE,Caruaru/PE,2604106,0,1,3
2020-04-06,Brazil,PR,Cascavel/PR,4104808,1,1,36
2020-04-06,Brazil,PA,Castanhal/PA,1502400,0,0,2
2020-04-06,Brazil,ES,Castelo/ES,3201407,0,0,2
2020-04-06,Brazil,PR,Castro/PR,4104907,0,0,2
2020-04-06,Brazil,GO,Catalão/GO,5205109,0,0,1
2020-04-06,Brazil,CE,Catarina/CE,2303600,0,1,1
2020-04-06,Brazil,BA,Catu/BA,2907509,0,1,1
2020-04-06,Brazil,CE,Caucaia/CE,2303709,0,4,13
2020-04-06,Brazil,RS,Caxias do Sul/RS,4305108,0,6,21
2020-04-06,Brazil,RN,Ceará-Mirim/RN,2402600,0,0,3
2020-04-06,Brazil,SP,Cedral/SP,3511300,0,0,1
2020-04-06,Brazil,MG,Centralina/MG,3115805,0,1,1
2020-04-06,Brazil,RS,Cerro Grande do Sul/RS,4305173,0,0,1
2020-04-06,Brazil,MS,Chapadão do Sul/MS,5002951,0,0,1
2020-04-06,Brazil,SC,Chapecó/SC,4204202,0,0,6
2020-04-06,Brazil,RS,Charqueadas/RS,4305355,0,0,1
2020-04-06,Brazil,PR,Chopinzinho/PR,4105409,0,0,1
2020-04-06,Brazil,PR,Cianorte/PR,4105508,1,0,11
2020-04-06,Brazil,GO,Cidade Ocidental/GO,5205497,0,0,1
2020-04-06,Brazil,BA,Coaraci/BA,2908002,0,0,1
2020-04-06,Brazil,ES,Colatina/ES,3201506,0,0,2
2020-04-06,Brazil,PR,Colombo/PR,4105805,0,0,4
2020-04-06,Brazil,BA,Conceição do Jacuípe/BA,2908507,0,0,1
2020-04-06,Brazil,BA,Conde/BA,2908606,0,0,1
2020-04-06,Brazil,MG,Contagem/MG,3118601,0,0,13
2020-04-06,Brazil,PR,Contenda/PR,4106209,0,0,1
2020-04-06,Brazil,PR,Cornélio Procópio/PR,4106407,0,0,1
2020-04-06,Brazil,MG,Coronel Fabriciano/MG,3119401,0,0,1
2020-04-06,Brazil,SP,Cotia/SP,3513009,3,2,31
2020-04-06,Brazil,CE,Crateús/CE,2304103,0,1,1
2020-04-06,Brazil,SP,Cravinhos/SP,3513108,1,0,2
2020-04-06,Brazil,SC,Criciúma/SC,4204608,1,0,27
2020-04-06,Brazil,CE,Croatá/CE,2304236,0,1,1
2020-04-06,Brazil,RS,Cruzeiro do Sul/RS,4306205,0,0,1
2020-04-06,Brazil,MT,Cuiabá/MT,5103403,0,5,43
2020-04-06,Brazil,PR,Curitiba/PR,4106902,3,3,175
2020-04-06,Brazil,MT,Cáceres/MT,5102504,0,2,2
2020-04-06,Brazil,SP,Diadema/SP,3513801,1,1,25
2020-04-06,Brazil,TO,Dianópolis/TO,1707009,0,0,1
2020-04-06,Brazil,BA,Dias d'Ávila/BA,2910057,0,1,2
2020-04-06,Brazil,MG,Divinésia/MG,3121902,0,1,1
2020-04-06,Brazil,MG,Divinópolis/MG,3122306,0,0,15
2020-04-06,Brazil,RS,Dois Irmãos/RS,4306403,0,0,2
2020-04-06,Brazil,RS,Dom Pedrito/RS,4306601,0,0,1
2020-04-06,Brazil,MS,Dourados/MS,5003702,0,0,6
2020-04-06,Brazil,SP,Dracena/SP,3514403,1,0,1
2020-04-06,Brazil,RJ,Duque de Caxias/RJ,3301702,3,1,21
2020-04-06,Brazil,RS,Eldorado do Sul/RS,4306767,0,0,1
2020-04-06,Brazil,SP,Embu das Artes/SP,3515004,1,0,20
2020-04-06,Brazil,SP,Embu-Guaçu/SP,3515103,0,1,1
2020-04-06,Brazil,RS,Erechim/RS,4307005,0,0,3
2020-04-06,Brazil,MG,Esmeraldas/MG,3124104,0,0,1
2020-04-06,Brazil,RS,Esteio/RS,4307708,0,0,1
